SealID,TOPPID,SatTagManufacturer,SatTagType,SatTagID,SatTagPTT,SatTagQC,SatTagComment,TDR1Manufacturer,TDR1Type,TDR1ID,TDR1Loc,TDR1QC,TDR1Comments,TDR1Manufacturer,TDR2Type,TDR2ID,TDR2Loc,TDR2QC,TDR2Comments,TDR1Manufacturer,TDR3Type,TDR3ID,TDR3Loc,TDR3QC,TDR3Comment,Other1,Other1Loc,Other1Comment,Other2,Other2Loc,Other2Comment,Other3,Other3Loc,Other3Comment
WX444,2011033,Wildlife Computers,SPOT,10S0785,101168,,,Wildlife Computers,Kami,,Jaw,,,Little Leonardo,Stroke,,,,,Wildlife Computers,Mk9,0490851,Back,,funky TDR,,,,,,,,,
2036,2011034,Wildlife Computers,SPOT,04S0648,56473,,messy locations,Wildlife Computers,Mk9,1090231,Back,,,Little Leonardo,Stroke,,,,,Little Leonardo,Kami,,Jaw,,Depth recorder malfunctioned,,,,,,,,,
T313,2011035,Wildlife Computers,SPOT,09S1056,34253,,,Wildlife Computers,Mk9,0490877,Back,,,,,,,,,,,,,,,,,,,,,,,
T891,2011036,Wildlife Computers,SPOT,10S0788,101170,,messy locations,Wildlife Computers,Mk9,0490853,Back,,,,,,,,,,,,,,,,,,,,,,,
1775,2011037,Wildlife Computers,SPOT,05S0071,59113,,check dateline area,Wildlife Computers,Mk9,0490132,Back,,,,,,,,,,,,,,,,,,,,,,,
3373,2011038,Wildlife Computers,SPOT,05S0072,59114,,,Wildlife Computers,Mk9,0990460,Back,,,,,,,,,,,,,,,LotekGeoLoc L230M_0003,,,,,,,,
U448,2011039,Wildlife Computers,SPOT,08S51037,93049,,same as 2011040,Wildlife Computers,Mk10,1090166,Back,,,,,,,,,,,,,,,LotekGeoLoc L230M_0001,,,,,,,,
U207,2011040,Wildlife Computers,Mk10,08A0901,35663,,same as 2011039,Wildlife Computers,Mk10,08A0901,Head,,,,,,,,,,,,,,,LotekGeoLoc L230M_0013,,,,,,,,
R426,2011041,SMRU,CTD,11260,62048,,messy locations,Wildlife Computers,Mk9,1090224,Back,,,Wildlife Computers,Mk9,0490124,,,,SMRU,CTD,11260,Head,,,,,,,,,,,
2568,2011042,Wildlife Computers,SPOT,04S0209,44634,,messy locations,Wildlife Computers,Mk9,0790474,Back,,,,,,,,,,,,,,,LotekGeoLoc L230M_0012,,,,,,,,
T35,2011043,Wildlife Computers,SPOT,10S0782,101165,,weird loopy,Wildlife Computers,Mk9,0990465,Back,,,Little Leonardo,Kami,,Jaw,,,Little Leonardo,Stroke,,,,,LotekGeoLoc L230M_0008,,,,,,,,
U641,2012001,Wildlife Computers,SPOT,10S0789,113025,,,Wildlife Computers,Mk9,0490357,Back,,,,,,,,,,,,,,,,,,,,,,,
T750,2012002,Wildlife Computers,SPOT,11S0788,113024,,,Wildlife Computers,Mk9,0890433,Back,,,,,,,,,,,,,,,,,,,,,,,
U479,2012003,Wildlife Computers,SPOT,04S0658,56483,,,Wildlife Computers,Mk9,0890426,Back,,,,,,,,,,,,,,,,,,,,,,,
VX358,2012004,Wildlife Computers,SPOT,05S0065,59107,,,Wildlife Computers,Mk9,0490159,Back,,,,,,,,,,,,,,,,,,,,,,,
R382,2012005,Wildlife Computers,SPOT,05S1059,62036,,"weird interp, went to OR",Wildlife Computers,Mk9,1090225,Back,,,Little Leonardo,Kami,,Jaw,,,Little Leonardo,Stroke,,,,,DSL,Head,,,,,,,
U954,2012006,Wildlife Computers,Mk10,09A0805,98228,,,Wildlife Computers,Mk10,09A0805,,,,Little Leonardo,Kami,,Jaw,,,Little Leonardo,Stroke,,,,,3MPD3,,,,,,,,
U881,2012007,Wildlife Computers,SPOT,05S1065,62042,,messy locations,Wildlife Computers,Mk9,1090222,Back,,,Little Leonardo,Kami,,Jaw,,,Little Leonardo,Stroke,,,,,DSL,Head,,,,,,,
U604,2012008,Wildlife Computers,SPOT,09S1055,34252,,messy locations,Wildlife Computers,Mk9,0990461,Back,,,Little Leonardo,Kami,,,,,,,,,,,,,,,,,,,
U605,2012009,Wildlife Computers,Mk10,11A1097,113026,,messy locations,Wildlife Computers,Mk10,11A1097,Head,,,Little Leonardo,Stroke,,,,,Little Leonardo,Kami,,Jaw,,Depth recorder malfunctioned,3MPD3,,,,,,,,
2024,2012010,Wildlife Computers,SPOT,09S1057,34259,,weird loop,Wildlife Computers,Mk9,1090166,Back,,,Little Leonardo,Kami,,Jaw,,,Little Leonardo,Stroke,,,,,DSL,Head,,,,,,,
U444,2012011,Wildlife Computers,Mk10,07A0349,34076,,,Wildlife Computers,Mk9,0490132,Back,,,,,,,,,,,,,,,,,,,,,,,
U627,2012012,Wildlife Computers,Mk10,11A1098,113027,,,Wildlife Computers,Mk10,11A1098,Head,,,Little Leonardo,Stroke,,,,,Little Leonardo,Kami,,Jaw,,,Accel 3A489,,,,,,,,
WX467,2012013,SMRU,CTD,12328,115465,,,SMRU,CTD,12328,Head,,,Wildlife Computers,Mk9,0890428,Back,,,,,,,,,,,,,,,,,
U239,2012014,Wildlife Computers,SPOT,10S0783,101166,,,Wildlife Computers,Mk9,0990465,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,DSL,Head,,,,,,,
U155,2012015,Wildlife Computers,Mk10,07A0485,34090,,,Wildlife Computers,Mk10,07A0485,Head,,,,,,,,,,,,,,,,,,,,,,,
U849,2012016,SMRU,CTD,12302,115466,,messy locations,SMRU,CTD,12302,Head,,,Wildlife Computers,Mk9,0490359,Back,,,,,,,,,,,,,,,,,
U198,2012017,Wildlife Computers,Mk10,07A0351,34078,,,Wildlife Computers,Mk9,0990434,Back,,,,,,,,,,,,,,,,,,,,,,,
U142,2012018,Wildlife Computers,Mk10,07A0350,34077,,,Wildlife Computers,Mk9,0990460,Back,,,,,,,,,,,,,,,,,,,,,,,
U756,2012019,Wildlife Computers,Mk10,09A0795,98226,,,Wildlife Computers,Mk10,09A0795,Head,,,,,,,,,,,,,,,,,,,,,,,
T693,2012020,Wildlife Computers,Mk10,07A0354,34082,,,Wildlife Computers,Mk9,0490877,Back,,,,,,,,,,,,,,,,,,,,,,,
WX311,2012032,Wildlife Computers,SPOT,04S0138,37597,,,Wildlife Computers,Mk9,0490159,Back,,,,,,,,,,,,,,,,,,,,,,,
T42,2012033,Wildlife Computers,SPOT,11S0788,113024,,,Wildlife Computers,Mk9,0890426,Back,,,,,,,,,,,,,,,,,,,,,,,
U848,2012034,Wildlife Computers,SPOT,09S1128,98231,,,Wildlife Computers,Mk9,0990461,Back,,TDR failed toward end of trip,,,,,,,,,,,,,,,,,,,,,
3243,2012035,Wildlife Computers,SPOT,09S1055,34252,,,Wildlife Computers,Mk9,0890433,Back,,,,,,,,,,,,,,,,,,,,,,,
3412,2012036,Wildlife Computers,SPOT,11S0789,113025,,,Wildlife Computers,Mk9,0490132,Back,,,Little Leonardo,Kami,,Jaw,,,Little Leonardo,Stroke,,,,,,,,,,,,,
U754,2012037,Wildlife Computers,SPOT,10S0785,101168,,,Wildlife Computers,Mk9,0490853,Back,,,Little Leonardo,Kami,,Jaw,,,Little Leonardo,Stroke,,,,,,,,,,,,,
U203,2012038,Wildlife Computers,SPOT,08S1031,93035,,,Wildlife Computers,Mk9,0490124,Back,,,Little Leonardo,Kami,,Jaw,,,Little Leonardo,Stroke,,,,,,,,,,,,,
X106,2012039,Wildlife Computers,SPOT,10S0782,101165,,,Little Leonardo,Stroke,,,,,Wildlife Computers,Mk9,0490157,Back,,TDR failed halfway through,Little Leonardo,Kami,,Jaw,,,,,,,,,,,
WV422,2012040,Wildlife Computers,SPOT,08S1032,93036,,,Wildlife Computers,Mk9,0490854,Back,,,Little Leonardo,Kami,,Jaw,,,Little Leonardo,Stroke,,,,,,,,,,,,,
U458,2012041,Wildlife Computers,SPOT,08S1037,93049,,few-ish locations,Wildlife Computers,Mk9,1090224,Back,,,Little Leonardo,Kami,,Jaw,,,Little Leonardo,Stroke,,,,,,,,,,,,,
X232,2012042,Wildlife Computers,SPOT,10S0980,101163,,,Wildlife Computers,Mk9,1090166,Back,,,,,,,,,,,,,,,,,,,,,,,
S126,2012043,Wildlife Computers,SPOT,10S0781,101164,,,Wildlife Computers,Mk9,1090225,Back,,,,,,,,,,,,,,,,,,,,,,,
U888,2012044,Wildlife Computers,SPOT,09S1056,34253,,minor loopage,Wildlife Computers,Mk9,0490877,Back,,,,,,,,,,,,,,,,,,,,,,,
X258,2012045,Wildlife Computers,SPOT,10S0788,101170,,,Wildlife Computers,Mk9,0490357,Back,,,,,,,,,,,,,,,,,,,,,,,
PF441,2012046,Wildlife Computers,SPOT,05S0072,59114,,,Wildlife Computers,Mk9,1090231,Back,,,,,,,,,,,,,,,,,,,,,,,
WX540,2012047,Wildlife Computers,SPOT,05S0071,59113,,,Wildlife Computers,Mk9,0490359,Back,,,,,,,,,,,,,,,,,,,,,,,
U274,2012048,Wildlife Computers,SPOT,04S0648,56473,,,Wildlife Computers,Mk9,0890428,Back,,,,,,,,,,,,,,,,,,,,,,,
U398,2012049,Wildlife Computers,Mk10,12A1580,120077,,same as 2012050 but incomplete,Wildlife Computers,Mk10,12A1580,Head,,,,,,,,,,,,,,,,,,,,,,,
Y1074,2012050,Wildlife Computers,Mk10,12A1583,120079,,same as 2012049 but complete,Wildlife Computers,Mk10,12A1583,Head,,,,,,,,,,,,,,,,,,,,,,,
X262,2012051,Wildlife Computers,Mk10,12A1581,120078,,,Wildlife Computers,Mk10,12A1581,Head,,,,,,,,,,,,,,,,,,,,,,,
3224,2012052,SMRU,CTD,12328,115465,,,SMRU,CTD,12328,Head,,,,,,,,,,,,,,,,,,,,,,,
2370,2012053,SMRU,CTD,12302,115466,,investigate,SMRU,CTD,12302,Head,,,,,,,,,,,,,,,,,,,,,,,
6622,2013001,Wildlife Computers,SPOT,04S0658,56483,,missing,Wildlife Computers,Mk9,0890426,Back,,,,,,,,,,,,,,,,,,,,,,,
U17,2013002,Wildlife Computers,SPOT,05S0065,59107,,,Wildlife Computers,Mk9,1290215,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
U604,2013003,Wildlife Computers,Mk10,12A1610,120639,,,Wildlife Computers,Mk10,12A1610,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
S105,2013004,Wildlife Computers,Mk10,12A1596,120605,,missing,Wildlife Computers,Mk10,12A1596,Head,,,Little Leonardo,Kami,,Jaw,,,,Accel,3A488,,,,,,,,,,,,
U848,2013005,Wildlife Computers,SPOT,09S1128,98231,,,Wildlife Computers,Mk9,1090224,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
1317,2013006,Wildlife Computers,Mk10,09A0795,98226,,,Wildlife Computers,Mk10,09A0795,Head,,,Little Leonardo,Kami,,Jaw,,,,Accel,3A489,,,,,,,,,,,,
U458,2013007,Wildlife Computers,SPOT,08S1037,93049,,,Wildlife Computers,Mk9,0490124,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
X334,2013008,Wildlife Computers,SPOT,09S1057,34259,,,Wildlife Computers,Mk9,1290214,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
T379,2013009,Wildlife Computers,Mk10,12A1581,120078,,,Wildlife Computers,Mk10,12A1581,Head,,,Little Leonardo,Kami,,Jaw,,,,Accel,3A489,,,,,,,,,,,,
O18129,2013010,Wildlife Computers,SPOT,08S1031,93035,,,Wildlife Computers,Mk9,1290212,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
U256,2013011,Wildlife Computers,SPOT,10S0788,101170,,,Wildlife Computers,Mk9,0890433,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
T382,2013013,Wildlife Computers,SPOT,04S0648,56473,,,Wildlife Computers,Mk9,0450648,Back,,,Wildlife Computers,Mk9,1290216,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,
U754,2013014,Wildlife Computers,SPOT,10S0785,101168,,,Wildlife Computers,Mk9,0890428,Back,,tdr missing first few dives,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
X387,2013015,Wildlife Computers,SPOT,10S0783,101166,,,Wildlife Computers,Mk9,1090225,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,DVL,Head,,,,,,,
4534,2013016,Wildlife Computers,SPOT,04S0138,37597,,,Wildlife Computers,Mk9,0490357,Back,,,,,,,,,,,,,,,,,,,,,,,
2161,2013017,Wildlife Computers,SPOT,05S1059,62036,,minor loop,Wildlife Computers,Mk9,0490853,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,DVL,Head,,,,,,,
X349,2013018,Wildlife Computers,Mk10,09A0140,93053,,very odd extrapolation,Wildlife Computers,Mk10,09A0140,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
S216,2013019,Wildlife Computers,SPOT,10S0781,101164,,odd extrapolation,Wildlife Computers,Mk9,1290211,Back,,,,,,,,,,,,,,,,,,,,,,,
T911,2013020,Wildlife Computers,Mk10,12A1587,120603,,,Wildlife Computers,Mk10,12A1587,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,AccelNeck,,,,,,,,
VX518,2013021,Wildlife Computers,SPOT,10S0782,101165,,,Wildlife Computers,Mk9,1290213,Back,,,,,,,,,,,,,,,,,,,,,,,
U481,2013022,Wildlife Computers,Mk10,12A1591,120604,,,Wildlife Computers,Mk10,12A1591,Head,,,,,,,,,,,,,,,,,,,,,,,
1733,2013023,Wildlife Computers,SPOT,12S0448,120658,,Tag failed,SMRU,CTD,,Head,,tag failed,,,,,,,,,,,,,,,,,,,,,
1317,2013026,Wildlife Computers,SPOT,11S0788,113024,,,Wildlife Computers,Mk9,0490877,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
U256,2013027,Wildlife Computers,Mk10,07A0351,34078,,,Wildlife Computers,Mk9,0990460,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
9701,2013029,Wildlife Computers,SPOT,09S1056,34253,,,Wildlife Computers,MK9,0490359,Back,,,Little Leonardo,Kami,,Jaw,,Kami_15,,,,,,,,,,,,,,,
3190,2013030,Wildlife Computers,Mk10,12A1794,128636,,,Wildlife Computers,Mk10,12A1794,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
9706,2013031,Wildlife Computers,SPOT,12S1443,128118,,,Wildlife Computers,Mk9,1290217,Back,,,Little Leonardo,Kami,,Jaw,,Kami_ 20,,,,,,,,,,,,,,,
U848,2013032,Wildlife Computers,Mk10,11A1098,113027,,,Wildlife Computers,Mk10,11A1098,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
9710,2013033,Wildlife Computers,SPOT,01S1055,34252,,,Wildlife Computers,Mk9,0990434,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
9550,2013034,Wildlife Computers,Mk10,07A0339,34071,,,Little Leonardo,Kami,,Jaw,,,Wildlife Computers,Mk10,07A0339,Head,,,,,,,,,,,,,,,,,
9703,2013035,Wildlife Computers,Mk10,07A0354,34082,,investigate,Wildlife Computers,Mk9,0990461,Back,,,,,,,,,,,,,,,,,,,,,,,
9714,2013036,Wildlife Computers,Mk10,07A0358,34084,,,Wildlife Computers,Mk10,07A0358,Head,,,,,,,,,,,,,,,,,,,,,,,
9704,2013037,Wildlife Computers,Mk10,07A0349,34076,,"loopy craziness, not enough locations",Wildlife Computers,Mk9,1290212,Back,,,,,,,,,,,,,,,,,,,,,,,
9718,2013038,Wildlife Computers,Mk10,12A1583,120079,,,Wildlife Computers,Mk10,12A1583,Head,,,,,,,,,,,,,,,,,,,,,,,
9720,2013039,Wildlife Computers,SPOT,09S1128,98321,,,Wildlife Computers,Mk10,09A0805,Head,,,,,,,,,,,,,,,,,,,,,,,
O18129,2013040,Wildlife Computers,Mk10,09A0795,98226,,,Wildlife Computers,Mk10,09A0795,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
4534,2013041,Wildlife Computers,SPOT,09S1057,34259,,,Wildlife Computers,Mk9,1290211,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
4606,2013042,Wildlife Computers,SPOT,10S0783,101166,,,Wildlife Computers,Mk9,1290214,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
X387,2013043,Wildlife Computers,Mk10,08A0901,35663,,,Wildlife Computers,Mk10,08A0901,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
X349,2013044,Wildlife Computers,Mk10,07A0353,34081,,missing,Wildlife Computers,Mk9,0490963,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
T220,2013045,Wildlife Computers,SPOT,10S0788,101170,,,Little Leonardo,Kami,,Jaw,,,Wildlife Computers,Mk9,1290213,Back,,,,,,,,,,,,,,,,,
U481,2013046,,,,,,just...what,,,,,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
9704,2013047,Wildlife Computers,Mk10,07A0352,34079,,,Wildlife Computers,Mk9,0490159,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
9703,2013048,Wildlife Computers,Mk10,07A0354,34082,,loopy,Wildlife Computers,Mk9,0990461,Back,,,,,,,,,,,,,,,,,,,,,,,
U776,2014001,SMRU,CTD,12933,133774,,,SMRU,CTD,12933,Head,,,,,,,,,,,,,,,,,,,,,,,
T502,2014002,SMRU,CTD,12990,133779,,,SMRU,CTD,12990,Head,,,,,,,,,,,,,,,,,,,,,,,
O7273,2014003,SMRU,CTD,12934,133772,,check,SMRU,CTD,12934,Head,,,,,,,,,,,,,,,,,,,,,,,
U830,2014004,SMRU,CTD,12953,133778,,check,SMRU,CTD,12953,Head,,,,,,,,,,,,,,,,,,,,,,,
PF949,2014005,SMRU,CTDF,12946,133782,,,SMRU,CTDF,12946,Head,,,Wildlife Computers,Mk9,0490159,Back,,,,,,,,,,,,,,,,,
2445,2014006,SMRU,CTDF,12945,133781,,,Wildlife Computers,Mk9,0490879,Back,,,SMRU,CTDF,12945,Head,,,,,,,,,,,,,,,,,
X696,2014007,SMRU,CTD,12938,133773,,,SMRU,CTD,12938,Head,,,,,,,,,,,,,,,,,,,,,,,
PG 25,2014008,SMRU,CTD,12951,133780,,,SMRU,CTD,12951,Head,,,,,,,,,,,,,,,JawCamera,,,,,,,,
3942,2014009,SMRU,CTD,12947,133775,,,SMRU,CTD,12947,Head,,,,,,,,,,,,,,,JawCamera,,,,,,,,
3997,2014010,Wildlife Computers,SPOT5,05S1059,62036,,,Little Leonardo,Kami,,Jaw,,,Wildlife Computers,Mk9,0490357,Back,,,,,,,,,HeadCamera,,,,,,,,
U842,2014011,Wildlife Computers,SPOT5,10S0785,101168,,,Wildlife Computers,Mk9,0990434,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,HeadCamera,,,,,,,,
3960,2014012,SMRU,CTD,12950,133777,,,SMRU,CTD,12950,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
VX372,2014013,Wildlife Computers,SPOT5,10S0782,101165,,,Wildlife Computers,Mk9,0990461,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,HeadVideo,,,,,,,,
X780,2014014,Wildlife Computers,SPOT5,08S1031,93035,,,Wildlife Computers,Mk9,0890428,Back,,mk9 failed,,,,,,,,,,,,,HeadVideo,,,,,,,,
X823,2014015,Wildlife Computers,SPOT5,10S0781,101164,,,Wildlife Computers,Mk9,1290213,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,CameraLogger,,,,,,,,
X822,2014016,SMRU,CTD,12952,133771,,,Wildlife Computers,Kami,,Jaw,,,SMRU,CTD,12952,Head,,,,,,,,,,,,,,,,,
X797,2014017,SMRU,CTD,12941,133776,,,SMRU,CTD,12941,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
U448,2014018,Wildlife Computers,Mk10,09A0140,93053,,,Wildlife Computers,Mk10,09A0140,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
4551,2014019,Wildlife Computers,Mk10,12A1581,120078,,,Little Leonardo,Kami,,Jaw,,,Wildlife Computers,Mk10,12A1581,Head,,,,,,,,,CameraLogger,,,,,,,,
4587,2014020,Wildlife Computers,Mk10,12A1591,120604,,,Little Leonardo,Kami,,Jaw,,,Wildlife Computers,Mk10,12A1591,Head,,,,,,,,,,,,,,,,,
4078,2014021,Wildlife Computers,SPOT5,13S1533,139053,,,Wildlife Computers,Mk9,1090224,Back,,,,,,,,,,,,,,,,,,,,,,,
3243,2014022,Wildlife Computers,SPOT5,10S0788,101170,,,Wildlife Computers,Mk9,0490857,Back,,,,,,,,,,,,,,,,,,,,,,,
T167,2014023,SMRU,CTD,12933,133774,,,SMRU,CTD,12933,Head,,Bad depth sensor,,,,,,,,,,,,,,,,,,,,,
4259,2014024,SMRU,CTD,12938,133773,,forced end?,SMRU,CTD,12938,Head,,,,,,,,,,,,,,,,,,,,,,,
T379,2014025,SMRU,CTD,12947,133775,,,SMRU,CTD,12947,Head,,,,,,,,,,,,,,,,,,,,,,,
3190,2014026,SMRU,CTD,12950,133777,,forced end?,SMRU,CTD,12950,Head,,,,,,,,,,,,,,,,,,,,,,,
U186,2014027,SMRU,CTD,12953,133778,,,SMRU,CTD,12953,Head,,,,,,,,,,,,,,,,,,,,,,,
T740,2014028,SMRU,CTD,12952,133771,,forced end?,SMRU,CTD,12952,Head,,,,,,,,,,,,,,,,,,,,,,,
6195,2014029,SMRU,CTD,12934,133772,,,SMRU,CTD,12934,Head,,,,,,,,,,,,,,,,,,,,,,,
9720,2014030,SMRU,CTD,12951,133780,,,SMRU,CTD,12951,Head,,,,,,,,,,,,,,,,,,,,,,,
4534,2014031,Wildlife Computers,SPOT5,13S1531,139051,,,Wildlife Computers,Mk9,0490853,Back,,,,,,,,,,,,,,,,,,,,,,,
U 24,2014032,Wildlife Computers,SPOT5,13S1532,139052,,,Wildlife Computers,Mk9,1290217,Back,,,,,,,,,,,,,,,,,,,,,,,
T220,2014033,Wildlife Computers,SPOT5,13S1530,139050,,extrapolated over huge gap,Wildlife Computers,Mk9,1290211,Back,,,,,,,,,,,,,,,,,,,,,,,
3373,2014034,Wildlife Computers,SPOT5,10S0781,101164,,maybe extrapolated over huge gap of forced end and shouldn't have,Wildlife Computers,Mk9,1290213,Back,,,,,,,,,,,,,,,,,,,,,,,
9550,2014035,SMRU,CTDF,12954,137446,,,SMRU,CTDF,12954,Head,,,,,,,,,,,,,,,,,,,,,,,
9507,2014036,SMRU,CTDF,12995,137447,,ended when shouldn't have,SMRU,CTDF,12995,Head,,,,,,,,,,,,,,,,,,,,,,,
X367,2014037,Wildlife Computers,Mk10,12A1794,128636,,weird looking,Wildlife Computers,Mk10,12A1794,Head,,,,,,,,,,,,,,,,,,,,,,,
U448,2014038,Wildlife Computers,Mk10,12A1591,120604,,loopy funk,Wildlife Computers,Mk10,12A1591,Head,,,,,,,,,,,,,,,,,,,,,,,
X721,2014039,SMRU,CTD,12941,133776,,maybe extrapolated over huge gap of forced end and shouldn't have,SMRU,CTD,12941,Head,,,,,,,,,,,,,,,,,,,,,,,
VX518,2014040,SMRU,CTDF,12946,133782,,maybe extrapolated over huge gap of forced end and shouldn't have,SMRU,CTDF,12946,Head,,,,,,,,,,,,,,,,,,,,,,,
9720,2014042,Wildlife Computers,SPOT5,10S0785,101168,,,Wildlife Computers,Mk9,0490359,Back,,,,,,,,,,,,,,,,,,,,,,,
U549,2015001,Wildlife Computers,SPOT5,10S0782,101165,,,Wildlife Computers,Mk9,0490159,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,HeadVideo,,,,,,,,
4441,2015002,Wildlife Computers,Mk10,12A1591,12060,,,Little Leonardo,Kami,,Jaw,,,Wildlife Computers,Mk10,12A1591,Head,,,,,,,,,WhiskerVideo,,,,,,,,
X 71,2015003,Wildlife Computers,SPOT5,09S1056,34253,,,Little Leonardo,Kami,,Jaw,,,Wildlife Computers,Mk9,0990461,Back,,,,,,,,,CameraLogger,,,,,,,,
6651,2015004,Wildlife Computers,SPOT5,08S1031,93035,,,Little Leonardo,Kami,,Jaw,,,Wildlife Computers,Mk9,1290211,Back,,,,,,,,,HeadVideo,,,,,,,,
5061,2015005,Wildlife Computers,SPOT5,13S1531,139051,,two tracks,Little Leonardo,Kami,,Jaw,,,Wildlife Computers,Mk9,0490853,Back,,,,,,,,,HeadVideo,,,,,,,,
YN371,2015006,Wildlife Computers,SPOT5,09S1055,34252,,,Little Leonardo,Kami,,Jaw,,,Wildlife Computers,Mk9,0990460,Back,,,,,,,,,HeadVideo,,,,,,,,
X 30,2015007,Wildlife Computers,Mk10,07A0351,34078,,two tracks,Wildlife Computers,Mk9,0490357,Back,,,Little Leonardo,Kami,,Jaw,,KamiLight,,,,,,,HeadVideo,,,,,,,,
9514,2015008,Wildlife Computers,SPOT5,09S1128,98231,,,Wildlife Computers,Mk9,0990460,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,HeadVideo,,,,,,,,
6037,2015009,Wildlife Computers,SPOT5,12S1443,128118,,,Wildlife Computers,Mk9,1090225,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,HeadVideo,,,,,,,,
4629,2015010,Wildlife Computers,SPOT5,09S1057,34259,,,Wildlife Computers,Mk9,0990434,Back,,,Little Leonardo,Kami,,Jaw,,,,,,,,,HeadVideo,,,,,,,,
6411,2015011,Wildlife Computers,Mk10,07A0339,34071,,also few points,Wildlife Computers,Mk10,07A0339,Head,,,,,,,,,,,,,,,JawVideo,,,,,,,,
VX372,2015012,Wildlife Computers,Mk10,09A0140,93053,,,Wildlife Computers,Mk10,09A0140,Head,,,,,,,,,,,,,,,JawVideo,,,,,,,,
9685,2015013,SMRU,CTD,13230,142321,,,SMRU,CTD,13230,Head,,,,,,,,,,,,,,,,,,,,,,,
4047,2015014,SMRU,CTD,13231,142320,,,SMRU,CTD,13231,Head,,,,,,,,,,,,,,,,,,,,,,,
5421,2015015,SMRU,CTD,13232,142329,,,SMRU,CTD,13232,Head,,,,,,,,,,,,,,,,,,,,,,,
4587,2015016,SMRU,CTD,13268,142317,,,SMRU,CTD,13268,Head,,,,,,,,,,,,,,,,,,,,,,,
6762,2015017,Wildlife Computers,SPOT5,12S0054,148498,,,Little Leonardo,Kami,,Back,,,Wildlife Computers,Mk9,1290212,Jaw,,,,,,,,,HeadVideo,,,,,,,,
X410,2015018,Wildlife Computers,Mk10,12A1583,120079,,,Wildlife Computers,Mk10,12A1583,Head,,,,,,,,,,,,,,,,,,,,,,,
T293,2015019,SMRU,CTD,13265,144392,,,SMRU,CTD,13265,Head,,,,,,,,,,,,,,,,,,,,,,,
X817,2015020,Wildlife Computers,SPOT5,12S0450,120660,,,SMRU,CTD,13266,Head,,,,,,,,,,,,,,,,,,,,,,,
X822,2015026,SMRU,CTD,13270,142319,,,SMRU,CTD,13270,Head,,,,,,,,,,,,,,,,,,,,,,,
X 58,2015027,SMRU,CTD,13229,142322,,,SMRU,CTD,13229,Head,,,,,,,,,,,,,,,,,,,,,,,
9701,2015028,SMRU,CTD,13272,142316,,check,SMRU,CTD,13272,Head,,,,,,,,,,,,,,,,,,,,,,,
X 1,2015029,SMRU,CTD,13189,142318,,,SMRU,CTD,13189,Head,,,,,,,,,,,,,,,,,,,,,,,
5096,2015030,Wildlife Computers,SPOT5,15S0391,150570,,,Wildlife Computers,Mk9,1590112,Back,,,,,,,,,,,,,,,,,,,,,,,
